Parent ID,Parent SKU,Product ID,Product SKU,Product Name,Post Title,Slug,Permalink,Product URI,Description,Excerpt,Product Published,Product Modified,Type,Visibility,Featured,Virtual,Downloadable,Price,Sale Price,Net Price,Category,Tag,Featured Image,Product Gallery,Tax Status,Tax Class,Shipping Class,Download File Name,Download File URL Path,Download Limit,Download Expiry,Download Type,Manage Stock,Quantity,Stock Status,Allow Backorders,Sold Individually,Up-Sells,Cross-Sells,External URL,Button Text,Purchase Note,Product Status,Enable Reviews,Sort Order,Post Author,Username,User Role,WordPress SEO - Focus Keyword,WordPress SEO - Meta Description,WordPress SEO - SEO Title,WordPress SEO - Noindex,WordPress SEO - Follow,WordPress SEO - Google+ Description,WordPress SEO - Facebook Title,WordPress SEO - Facebook Description,WordPress SEO - Facebook Image,WordPress SEO - Twitter Title,WordPress SEO - Twitter Description,WordPress SEO - Twitter Image,WordPress SEO - Canonical URL
,,27144,,Wędka Zemex Icon Tournament 12.6ft 3.80m 90g,Wędka Zemex Icon Tournament 12.6ft 3.80m 90g,wedka-zemex-icon-tournament-12-6ft-3-80m-90g,https://feedersklep.pl/produkt/wedka-zemex-icon-tournament-12-6ft-3-80m-90g/,https://feedersklep.pl/produkt/wedka-zemex-icon-tournament-12-6ft-3-80m-90g/,"Najwyższej klasy wędziska dedykowane do profesjonalistów i najbardziej wymagających zawodników. Charakteryzują się szybką, progresywną akcją przy zachowaniu olbrzymiej finezji wizualnej. Icon'a wyposażono w japoński uchwyt kołowrotka Fuji. Dolnik wędki pokryty został wysokiej klasy, portugalskim korkiem klasy AAA. Ultra lekkie, z pozoru finezyjne przelotki Sea Guide RS Solution zapewniają odpowiednią wytrzymałość i niską wagę całego wędziska. Z powodzeniem możemy posługiwać się plecionkami bez obawy o uszkodzenie wewnętrznej części przelotki. Stopki przelotek wykonane zostały ze stopów antykorozyjnej stali SS316.



Icon Tournament produkowany jest w czterech długościach. 10ft i 11ft wędki znajdą zastosowanie przy szybkim łowieniu na krótkich i średnich dystansach. 12ft wędka jest najbardziej uniwersalnym modelem, który pozwala skutecznie łowić zarówno na wolno płynących kanałach jak również większych zbiornikach. Tą długością można powtarzalnie wędkować na dystansie 50m przy zastosowaniu koszyczka typu ""bullet"". Model 12.6ft posiada więcej mocy - jest jeszcze szybszy i precyzyjniejszy - nie boi się ciężkich koszy, co zadowoli osoby wędkujące na rzekach i dużych zaporówkach.



<strong>Długość:</strong> 3.80m

<strong>Długość transportowa:</strong> 170cm (2 nierówne składy! należy odpiąć szczytówkę)

<strong>Ilość sekcji:</strong> 2+5 szczytówek

<strong>Szczytówki:</strong> 0.5oz węglowa; 0.75oz szklana; 1.0oz węglowa; 2.0oz węglowa; 3.0oz węglowa (średnica 3.0mm)

<strong>Waga:</strong> 207g","Najwyższej klasy wędziska dedykowane do profesjonalistów i najbardziej wymagających zawodników. Charakteryzują się szybką, progresywną akcją przy zachowaniu olbrzymiej finezji wizualnej. Icon'a wyposażono w japoński uchwyt kołowrotka Fuji. Dolnik wędki pokryty został wysokiej klasy, portugalskim korkiem klasy AAA. Ultra lekkie, z pozoru finezyjne przelotki Sea Guide RS Solution zapewniają odpowiednią wytrzymałość i niską wagę całego wędziska. Z powodzeniem możemy posługiwać się plecionkami bez obawy o uszkodzenie wewnętrznej części przelotki. Stopki przelotek wykonane zostały ze stopów antykorozyjnej stali SS316.



Icon Tournament produkowany jest w czterech długościach. 10ft i 11ft wędki znajdą zastosowanie przy szybkim łowieniu na krótkich i średnich dystansach. 12ft wędka jest najbardziej uniwersalnym modelem, który pozwala skutecznie łowić zarówno na wolno płynących kanałach jak również większych zbiornikach. Tą długością można powtarzalnie wędkować na dystansie 50m przy zastosowaniu koszyczka typu ""bullet"". Model 12.6ft posiada więcej mocy - jest jeszcze szybszy i precyzyjniejszy - nie boi się ciężkich koszy, co zadowoli osoby wędkujące na rzekach i dużych zaporówkach.



<strong>Długość:</strong> 3.80m

<strong>Długość transportowa:</strong> 170cm (2 nierówne składy! należy odpiąć szczytówkę)

<strong>Ilość sekcji:</strong> 2+5 szczytówek

<strong>Szczytówki:</strong> 0.5oz węglowa; 0.75oz szklana; 1.0oz węglowa; 2.0oz węglowa; 3.0oz węglowa (średnica 3.0mm)

<strong>Waga:</strong> 207g",09/04/2021,09/04/2021,Simple Product,Hidden,No,No,No,,,0,"521,188",,https://feedersklep.pl/wp-content/uploads/2021/04/zemex-icon-tournament-feedersklep-1.jpg,27145|27147|27149|27151|27153|27155|27157|27159|27161,Taxable,,,,,-1,-1,Standard,yes,0,Out of Stock,No,No,,,,,,Publish,Closed,0,5,Marcin,Administrator,wędka,"Najwyższej klasy wędziska dedykowane do profesjonalistów i najbardziej wymagających zawodników. Charakteryzują się szybką, progresywną akcją przy zachowaniu olbrzymiej finezji wizualnej.",,,,,,,,,,,
,,27143,,Wędka Zemex Icon Tournament 12ft 3.60m 75g,Wędka Zemex Icon Tournament 12ft 3.60m 75g,wedka-zemex-icon-tournament-12ft-3-60m-75g,https://feedersklep.pl/produkt/wedka-zemex-icon-tournament-12ft-3-60m-75g/,https://feedersklep.pl/produkt/wedka-zemex-icon-tournament-12ft-3-60m-75g/,"Najwyższej klasy wędziska dedykowane do profesjonalistów i najbardziej wymagających zawodników. Charakteryzują się szybką, progresywną akcją przy zachowaniu olbrzymiej finezji wizualnej. Icon'a wyposażono w japoński uchwyt kołowrotka Fuji. Dolnik wędki pokryty został wysokiej klasy, portugalskim korkiem klasy AAA. Ultra lekkie, z pozoru finezyjne przelotki Sea Guide RS Solution zapewniają odpowiednią wytrzymałość i niską wagę całego wędziska. Z powodzeniem możemy posługiwać się plecionkami bez obawy o uszkodzenie wewnętrznej części przelotki. Stopki przelotek wykonane zostały ze stopów antykorozyjnej stali SS316.



Icon Tournament produkowany jest w czterech długościach. 10ft i 11ft wędki znajdą zastosowanie przy szybkim łowieniu na krótkich i średnich dystansach. 12ft wędka jest najbardziej uniwersalnym modelem, który pozwala skutecznie łowić zarówno na wolno płynących kanałach jak również większych zbiornikach. Tą długością można powtarzalnie wędkować na dystansie 50m przy zastosowaniu koszyczka typu ""bullet"". Model 12.6ft posiada więcej mocy - jest jeszcze szybszy i precyzyjniejszy - nie boi się ciężkich koszy, co zadowoli osoby wędkujące na rzekach i dużych zaporówkach.



<strong>Długość:</strong> 3.60m

<strong>Długość transportowa:</strong> 162cm (2 nierówne składy! należy odpiąć szczytówkę)

<strong>Ilość sekcji:</strong> 2+5 szczytówek

<strong>Szczytówki:</strong> 0.5oz węglowa; 0.75oz węglowa; 0.75oz szklana; 1.0oz węglowa; 2.0oz węglowa(średnica 2.2mm)

<strong>Waga:</strong> 171g","Najwyższej klasy wędziska dedykowane do profesjonalistów i najbardziej wymagających zawodników. Charakteryzują się szybką, progresywną akcją przy zachowaniu olbrzymiej finezji wizualnej. Icon'a wyposażono w japoński uchwyt kołowrotka Fuji. Dolnik wędki pokryty został wysokiej klasy, portugalskim korkiem klasy AAA. Ultra lekkie, z pozoru finezyjne przelotki Sea Guide RS Solution zapewniają odpowiednią wytrzymałość i niską wagę całego wędziska. Z powodzeniem możemy posługiwać się plecionkami bez obawy o uszkodzenie wewnętrznej części przelotki. Stopki przelotek wykonane zostały ze stopów antykorozyjnej stali SS316.



Icon Tournament produkowany jest w czterech długościach. 10ft i 11ft wędki znajdą zastosowanie przy szybkim łowieniu na krótkich i średnich dystansach. 12ft wędka jest najbardziej uniwersalnym modelem, który pozwala skutecznie łowić zarówno na wolno płynących kanałach jak również większych zbiornikach. Tą długością można powtarzalnie wędkować na dystansie 50m przy zastosowaniu koszyczka typu ""bullet"". Model 12.6ft posiada więcej mocy - jest jeszcze szybszy i precyzyjniejszy - nie boi się ciężkich koszy, co zadowoli osoby wędkujące na rzekach i dużych zaporówkach.



<strong>Długość:</strong> 3.60m

<strong>Długość transportowa:</strong> 162cm (2 nierówne składy! należy odpiąć szczytówkę)

<strong>Ilość sekcji:</strong> 2+5 szczytówek

<strong>Szczytówki:</strong> 0.5oz węglowa; 0.75oz węglowa; 0.75oz szklana; 1.0oz węglowa; 2.0oz węglowa(średnica 2.2mm)

<strong>Waga:</strong> 171g",09/04/2021,09/04/2021,Simple Product,Hidden,No,No,No,,,0,"521,188",,https://feedersklep.pl/wp-content/uploads/2021/04/zemex-icon-tournament-feedersklep-1.jpg,27161|27159|27157|27155|27153|27151|27149|27147|27145,Taxable,,,,,-1,-1,Standard,yes,0,Out of Stock,No,No,,,,,,Publish,Closed,0,5,Marcin,Administrator,wędka,"Najwyższej klasy wędziska dedykowane do profesjonalistów i najbardziej wymagających zawodników. Charakteryzują się szybką, progresywną akcją przy zachowaniu olbrzymiej finezji wizualnej.",,,,,,,,,,,
,,27141,,Wędka Zemex Icon Tournament 11ft 3.30m 50g,Wędka Zemex Icon Tournament 11ft 3.30m 50g,wedka-zemex-icon-tournament-11ft-3-30m-50g,https://feedersklep.pl/produkt/wedka-zemex-icon-tournament-11ft-3-30m-50g/,https://feedersklep.pl/produkt/wedka-zemex-icon-tournament-11ft-3-30m-50g/,"Najwyższej klasy wędziska dedykowane do profesjonalistów i najbardziej wymagających zawodników. Charakteryzują się szybką, progresywną akcją przy zachowaniu olbrzymiej finezji wizualnej. Icon'a wyposażono w japoński uchwyt kołowrotka Fuji. Dolnik wędki pokryty został wysokiej klasy, portugalskim korkiem klasy AAA. Ultra lekkie, z pozoru finezyjne przelotki Sea Guide RS Solution zapewniają odpowiednią wytrzymałość i niską wagę całego wędziska. Z powodzeniem możemy posługiwać się plecionkami bez obawy o uszkodzenie wewnętrznej części przelotki. Stopki przelotek wykonane zostały ze stopów antykorozyjnej stali SS316.



Icon Tournament produkowany jest w czterech długościach. 10ft i 11ft wędki znajdą zastosowanie przy szybkim łowieniu na krótkich i średnich dystansach. 12ft wędka jest najbardziej uniwersalnym modelem, który pozwala skutecznie łowić zarówno na wolno płynących kanałach jak również większych zbiornikach. Tą długością można powtarzalnie wędkować na dystansie 50m przy zastosowaniu koszyczka typu ""bullet"". Model 12.6ft posiada więcej mocy - jest jeszcze szybszy i precyzyjniejszy - nie boi się ciężkich koszy, co zadowoli osoby wędkujące na rzekach i dużych zaporówkach.



<strong>Długość:</strong> 3.30m

<strong>Długość transportowa:</strong> 165cm

<strong>Ilość sekcji:</strong> 2+5 szczytówek

<strong>Szczytówki:</strong> 0.5oz węglowa; 0.75oz węglowa; 0.75oz szklana; 1.0oz węglowa; 2.0oz węglowa(średnica 2.2mm)

<strong>Waga:</strong> 157g



<a href=""https://feedersklep.pl/wp-content/uploads/2021/04/icon-11.jpg""><img class=""alignnone size-full wp-image-27347"" src=""https://feedersklep.pl/wp-content/uploads/2021/04/icon-11.jpg"" alt="""" width=""1140"" height=""560"" /></a>



&nbsp;","Najwyższej klasy wędziska dedykowane do profesjonalistów i najbardziej wymagających zawodników. Charakteryzują się szybką, progresywną akcją przy zachowaniu olbrzymiej finezji wizualnej. Icon'a wyposażono w japoński uchwyt kołowrotka Fuji. Dolnik wędki pokryty został wysokiej klasy, portugalskim korkiem klasy AAA. Ultra lekkie, z pozoru finezyjne przelotki Sea Guide RS Solution zapewniają odpowiednią wytrzymałość i niską wagę całego wędziska. Z powodzeniem możemy posługiwać się plecionkami bez obawy o uszkodzenie wewnętrznej części przelotki. Stopki przelotek wykonane zostały ze stopów antykorozyjnej stali SS316.



Icon Tournament produkowany jest w czterech długościach. 10ft i 11ft wędki znajdą zastosowanie przy szybkim łowieniu na krótkich i średnich dystansach. 12ft wędka jest najbardziej uniwersalnym modelem, który pozwala skutecznie łowić zarówno na wolno płynących kanałach jak również większych zbiornikach. Tą długością można powtarzalnie wędkować na dystansie 50m przy zastosowaniu koszyczka typu ""bullet"". Model 12.6ft posiada więcej mocy - jest jeszcze szybszy i precyzyjniejszy - nie boi się ciężkich koszy, co zadowoli osoby wędkujące na rzekach i dużych zaporówkach.



<strong>Długość:</strong> 3.30m

<strong>Długość transportowa:</strong> 165cm

<strong>Ilość sekcji:</strong> 2+5 szczytówek

<strong>Szczytówki:</strong> 0.5oz węglowa; 0.75oz węglowa; 0.75oz szklana; 1.0oz węglowa; 2.0oz węglowa(średnica 2.2mm)

<strong>Waga:</strong> 157g",09/04/2021,12/04/2021,Simple Product,Shop and search results,No,No,No,"1479,67479674797",,"1479,67479674797","521,188",,https://feedersklep.pl/wp-content/uploads/2021/04/zemex-icon-tournament-feedersklep-1.jpg,27161|27159|27157|27155|27153|27151|27149|27147|27145|27347,Taxable,,,,,-1,-1,Standard,yes,5,In Stock,No,No,,,,,,Publish,Closed,0,5,Marcin,Administrator,wędka,"Najwyższej klasy wędziska dedykowane do profesjonalistów i najbardziej wymagających zawodników. Charakteryzują się szybką, progresywną akcją przy zachowaniu olbrzymiej finezji wizualnej.",,,,,,,,,,,
,,27135,,Wędka Zemex Icon Tournament 10ft 3.00m 35g,Wędka Zemex Icon Tournament 10ft 3.00m 35g,wedka-zemex-icon-tournament-10ft-35g,https://feedersklep.pl/produkt/wedka-zemex-icon-tournament-10ft-35g/,https://feedersklep.pl/produkt/wedka-zemex-icon-tournament-10ft-35g/,"Najwyższej klasy wędziska dedykowane do profesjonalistów i najbardziej wymagających zawodników. Charakteryzują się szybką, progresywną akcją przy zachowaniu olbrzymiej finezji wizualnej. Icon'a wyposażono w japoński uchwyt kołowrotka Fuji. Dolnik wędki pokryty został wysokiej klasy, portugalskim korkiem klasy AAA. Ultra lekkie, z pozoru finezyjne przelotki Sea Guide RS Solution zapewniają odpowiednią wytrzymałość i niską wagę całego wędziska. Z powodzeniem możemy posługiwać się plecionkami bez obawy o uszkodzenie wewnętrznej części przelotki. Stopki przelotek wykonane zostały ze stopów antykorozyjnej stali SS316.



Icon Tournament produkowany jest w czterech długościach. 10ft i 11ft wędki znajdą zastosowanie przy szybkim łowieniu na krótkich i średnich dystansach. 12ft wędka jest najbardziej uniwersalnym modelem, który pozwala skutecznie łowić zarówno na wolno płynących kanałach jak również większych zbiornikach. Tą długością można powtarzalnie wędkować na dystansie 50m przy zastosowaniu koszyczka typu ""bullet"". Model 12.6ft posiada więcej mocy - jest jeszcze szybszy i precyzyjniejszy - nie boi się ciężkich koszy, co zadowoli osoby wędkujące na rzekach i dużych zaporówkach.



<strong>Długość:</strong> 3.00m

<strong>Długość transportowa:</strong> 154cm

<strong>Ilość sekcji:</strong> 2+4 szczytówki

<strong>Szczytówki:</strong> 0.5oz węglowa; 0.75oz węglowa; 0.75oz szklana; 1.0oz węglowa (średnica 2.2mm)

<strong>Waga:</strong> 139g



<a href=""https://feedersklep.pl/wp-content/uploads/2021/04/icon-10.jpg""><img class=""alignnone size-full wp-image-27345"" src=""https://feedersklep.pl/wp-content/uploads/2021/04/icon-10.jpg"" alt="""" width=""1140"" height=""560"" /></a>



&nbsp;","Najwyższej klasy wędziska dedykowane do profesjonalistów i najbardziej wymagających zawodników. Charakteryzują się szybką, progresywną akcją przy zachowaniu olbrzymiej finezji wizualnej. Icon'a wyposażono w japoński uchwyt kołowrotka Fuji. Dolnik wędki pokryty został wysokiej klasy, portugalskim korkiem klasy AAA. Ultra lekkie, z pozoru finezyjne przelotki Sea Guide RS Solution zapewniają odpowiednią wytrzymałość i niską wagę całego wędziska. Z powodzeniem możemy posługiwać się plecionkami bez obawy o uszkodzenie wewnętrznej części przelotki. Stopki przelotek wykonane zostały ze stopów antykorozyjnej stali SS316.



Icon Tournament produkowany jest w czterech długościach. 10ft i 11ft wędki znajdą zastosowanie przy szybkim łowieniu na krótkich i średnich dystansach. 12ft wędka jest najbardziej uniwersalnym modelem, który pozwala skutecznie łowić zarówno na wolno płynących kanałach jak również większych zbiornikach. Tą długością można powtarzalnie wędkować na dystansie 50m przy zastosowaniu koszyczka typu ""bullet"". Model 12.6ft posiada więcej mocy - jest jeszcze szybszy i precyzyjniejszy - nie boi się ciężkich koszy, co zadowoli osoby wędkujące na rzekach i dużych zaporówkach.



<strong>Długość:</strong> 3.00m

<strong>Długość transportowa:</strong> 154cm

<strong>Ilość sekcji:</strong> 2+4 szczytówki

<strong>Szczytówki:</strong> 0.5oz węglowa; 0.75oz węglowa; 0.75oz szklana; 1.0oz węglowa (średnica 2.2mm)

<strong>Waga:</strong> 139g",09/04/2021,23/04/2021,Simple Product,Shop and search results,No,No,No,"1418,69918699187",,"1418,69918699187","521,188",,https://feedersklep.pl/wp-content/uploads/2021/04/zemex-icon-tournament-feedersklep-1.jpg,27161|27159|27157|27155|27153|27151|27149|27147|27145|27345,Taxable,,,,,-1,-1,Standard,yes,6,In Stock,No,No,,,,,,Publish,Closed,0,5,Marcin,Administrator,wędka,"Najwyższej klasy wędziska dedykowane do profesjonalistów i najbardziej wymagających zawodników. Charakteryzują się szybką, progresywną akcją przy zachowaniu olbrzymiej finezji wizualnej.",,,,,,,,,,,
26844,,26849,,Ciężarek Guru In-Line X-Safe – 57g,Ciężarek Guru In-Line X-Safe - 57g,ciezarki-guru-in-line-x-safe-57g,,https://feedersklep.pl/produkt/ciezarki-guru-in-line-x-safe/?attribute_pa_gramatura=57g,,Gramatura: 57g,07/04/2021,25/04/2021,Variation,Shop and search results,No,No,No,"15,2846",,"15,2846","421,234,238",,,,Taxable,parent,,,,-1,-1,Standard,yes,9,In Stock,No,No,,,,,,Publish,Closed,5,5,Marcin,Administrator,,,,,,,,,,,,,
26844,,26848,,Ciężarek Guru In-Line X-Safe – 43g,Ciężarek Guru In-Line X-Safe - 43g,ciezarki-guru-in-line-x-safe-43g,,https://feedersklep.pl/produkt/ciezarki-guru-in-line-x-safe/?attribute_pa_gramatura=43g,,Gramatura: 43g,07/04/2021,25/04/2021,Variation,Shop and search results,No,No,No,"15,2846",,"15,2846","421,234,238",,,,Taxable,parent,,,,-1,-1,Standard,yes,10,In Stock,No,No,,,,,,Publish,Closed,4,5,Marcin,Administrator,,,,,,,,,,,,,
26844,,26847,,Ciężarek Guru In-Line X-Safe – 31g,Ciężarek Guru In-Line X-Safe - 31g,ciezarki-guru-in-line-x-safe-31g,,https://feedersklep.pl/produkt/ciezarki-guru-in-line-x-safe/?attribute_pa_gramatura=31g,,Gramatura: 31g,07/04/2021,15/04/2021,Variation,Shop and search results,No,No,No,"15,2846",,"15,2846","421,234,238",,,,Taxable,parent,,,,-1,-1,Standard,yes,10,In Stock,No,No,,,,,,Publish,Closed,3,5,Marcin,Administrator,,,,,,,,,,,,,
26844,,26846,,Ciężarek Guru In-Line X-Safe – 19g,Ciężarek Guru In-Line X-Safe - 19g,ciezarki-guru-in-line-x-safe-19g,,https://feedersklep.pl/produkt/ciezarki-guru-in-line-x-safe/?attribute_pa_gramatura=19g,,Gramatura: 19g,07/04/2021,15/04/2021,Variation,Shop and search results,No,No,No,"15,2846",,"15,2846","421,234,238",,,,Taxable,parent,,,,-1,-1,Standard,yes,11,In Stock,No,No,,,,,,Publish,Closed,2,5,Marcin,Administrator,,,,,,,,,,,,,
26844,,26845,,Ciężarek Guru In-Line X-Safe – 10g,Ciężarek Guru In-Line X-Safe - 10g,ciezarki-guru-in-line-x-safe-10g,,https://feedersklep.pl/produkt/ciezarki-guru-in-line-x-safe/?attribute_pa_gramatura=10g,,Gramatura: 10g,07/04/2021,15/04/2021,Variation,Shop and search results,No,No,No,"15,2846",,"15,2846","421,234,238",,,,Taxable,parent,,,,-1,-1,Standard,yes,10,In Stock,No,No,,,,,,Publish,Closed,1,5,Marcin,Administrator,,,,,,,,,,,,,
,,26844,,Ciężarek Guru In-Line X-Safe,Ciężarek Guru In-Line X-Safe,ciezarki-guru-in-line-x-safe,https://feedersklep.pl/produkt/ciezarki-guru-in-line-x-safe/,https://feedersklep.pl/produkt/ciezarki-guru-in-line-x-safe/,"Ciężarki montowane przelotowo do łowienia ""bombką"". Trzpienie są wymienne co pozwala na szybką wymianę gramatury ciężarka. W opakowaniu znajdują się dwa ciężarki.","Ciężarki montowane przelotowo do łowienia ""bombką"". Trzpienie są wymienne co pozwala na szybką wymianę gramatury ciężarka. W opakowaniu znajdują się dwa ciężarki.",07/04/2021,25/04/2021,Variable,Shop and search results,No,No,No,"15,2846",,"15,2846","421,234,238",,https://feedersklep.pl/wp-content/uploads/2021/04/guru-inline-lead-9gr.jpg,,Taxable,,,,,-1,-1,Standard,no,50,In Stock,No,No,,,,,,Publish,Closed,0,5,Marcin,Administrator,ciężarki,"Ciężarki montowane przelotowo do łowienia ""bombką"". Trzpienie są wymienne co pozwala na szybką wymianę gramatury ciężarka. W opakowaniu znajdują się dwa ciężarki. ",,,,,,,,,,,
26837,,26840,,Szybkozłączka Guru Heli Swivel – SMALL,Szybkozłączka Guru Heli Swivel - SMALL,szybkozlaczka-guru-heli-swivel-small,,https://feedersklep.pl/produkt/szybkozlaczka-guru-heli-swivel/?attribute_pa_rozmiar=small,,Rozmiar: SMALL,07/04/2021,15/04/2021,Variation,Shop and search results,No,No,No,"13,7398",,"13,7398","430,240",,,,Taxable,parent,,,,-1,-1,Standard,yes,58,In Stock,No,No,,,,,,Publish,Closed,3,5,Marcin,Administrator,,,,,,,,,,,,,
26837,,26839,,Szybkozłączka Guru Heli Swivel – MEDIUM,Szybkozłączka Guru Heli Swivel - MEDIUM,szybkozlaczka-guru-heli-swivel-medium,,https://feedersklep.pl/produkt/szybkozlaczka-guru-heli-swivel/?attribute_pa_rozmiar=medium,,Rozmiar: MEDIUM,07/04/2021,20/04/2021,Variation,Shop and search results,No,No,No,"13,7398",,"13,7398","430,240",,,,Taxable,parent,,,,-1,-1,Standard,yes,58,In Stock,No,No,,,,,,Publish,Closed,2,5,Marcin,Administrator,,,,,,,,,,,,,
26837,,26838,,Szybkozłączka Guru Heli Swivel – LARGE,Szybkozłączka Guru Heli Swivel - LARGE,szybkozlaczka-guru-heli-swivel-large,,https://feedersklep.pl/produkt/szybkozlaczka-guru-heli-swivel/?attribute_pa_rozmiar=large,,Rozmiar: LARGE,07/04/2021,15/04/2021,Variation,Shop and search results,No,No,No,"13,7398",,"13,7398","430,240",,,,Taxable,parent,,,,-1,-1,Standard,yes,58,In Stock,No,No,,,,,,Publish,Closed,1,5,Marcin,Administrator,,,,,,,,,,,,,
,,26837,,Szybkozłączka Guru Heli Swivel,Szybkozłączka Guru Heli Swivel,szybkozlaczka-guru-heli-swivel,https://feedersklep.pl/produkt/szybkozlaczka-guru-heli-swivel/,https://feedersklep.pl/produkt/szybkozlaczka-guru-heli-swivel/,"Szybkozłączka do szybkiej wymiany przyponów.

W opakowaniu 6 szybkozłączek.","Szybkozłączka do szybkiej wymiany przyponów.

W opakowaniu 6 szybkozłączek.",07/04/2021,20/04/2021,Variable,Shop and search results,No,No,No,"13,7398",,"13,7398","430,240",,https://feedersklep.pl/wp-content/uploads/2021/04/guru-heli-swivels-small.jpg,,Taxable,,,,,-1,-1,Standard,no,174,In Stock,No,No,,,,,,Publish,Closed,0,5,Marcin,Administrator,Szybkozłączka Guru Heli Swivel,Szybkozłączka do szybkiej wymiany przyponów.,,,,,,,,,,,
,,26831,,Igła Guru Super Fine Baiting Needle,Igła Guru Super Fine Baiting Needle,igla-guru-super-fine-baiting-needle,https://feedersklep.pl/produkt/igla-guru-super-fine-baiting-needle/,https://feedersklep.pl/produkt/igla-guru-super-fine-baiting-needle/,Cieńka igła z zadziorem do przeciągania włosa przez przynętę lub do pushstopów.,Cieńka igła z zadziorem do przeciągania włosa przez przynętę lub do pushstopów.,07/04/2021,19/04/2021,Simple Product,Shop and search results,No,No,No,"13,8211",,"13,8211","318,432",,https://feedersklep.pl/wp-content/uploads/2021/04/guru-baiting-needle.jpg,,Taxable,,,,,-1,-1,Standard,yes,7,In Stock,No,No,,,,,,Publish,Closed,0,5,Marcin,Administrator,igła,Cieńka igła z zadziorem do przeciągania włosa przez przynętę lub do pushstopów.,,,,,,,,,,,
,,26828,,Wiertło Guru Super Fine Bait Drill,Wiertło Guru Super Fine Bait Drill,wiertlo-guru-super-fine-bait-drill,https://feedersklep.pl/produkt/wiertlo-guru-super-fine-bait-drill/,https://feedersklep.pl/produkt/wiertlo-guru-super-fine-bait-drill/,Wiertło o niewielkiej średnicy do przewiercania pelletów i kulek.,Wiertło o niewielkiej średnicy do przewiercania pelletów i kulek.,07/04/2021,15/04/2021,Simple Product,Shop and search results,No,No,No,"16,2602",,"16,2602","318,432",,https://feedersklep.pl/wp-content/uploads/2021/04/guru-super-bait-drill.jpg,,Taxable,,,,,-1,-1,Standard,yes,3,In Stock,No,No,,,,,,Publish,Closed,0,5,Marcin,Administrator,Wiertło Guru Super Fine Bait Drill,Wiertło o niewielkiej średnicy do przewiercania pelletów i kulek.,,,,,,,,,,,
,,26827,,Guru Micro Bait Bands 4mm,Guru Micro Bait Bands 4mm,guru-micro-bait-bands-4mm,https://feedersklep.pl/produkt/guru-micro-bait-bands-4mm/,https://feedersklep.pl/produkt/guru-micro-bait-bands-4mm/,Gumki do zakładania pelletu o średnicy 4mm. Gumki w tym rozmiarze idealnie pasują do pelletów 6mm i 8mm.,Gumki do zakładania pelletu o średnicy 4mm. Gumki w tym rozmiarze idealnie pasują do pelletów 6mm i 8mm.,07/04/2021,25/04/2021,Simple Product,Shop and search results,No,No,No,"16,2602",,"16,2602","316,430",,https://feedersklep.pl/wp-content/uploads/2021/04/Guru-Bait-Bands-2mm-G2BB-feedersklep.jpg,,Taxable,,,,,-1,-1,Standard,yes,57,In Stock,No,No,,,,,,Publish,Closed,0,5,Marcin,Administrator,gumki,Gumki do zakładania pelletu o średnicy 4mm. Gumki w tym rozmiarze idealnie pasują do pelletów 6mm i 8mm.,,,,,,,,,,,
